"Año","Comunidad autónoma","Provincia","Origen de la denuncia","Número de denuncias por violencia de género"
"Año 2011","Comunidad Valenciana","Castellón","Atestados policiales - por intervención directa policial","78.0"
"Año 2011","Comunidad Valenciana","Castellón","Parte de lesiones","402.0"
"Año 2011","Comunidad Valenciana","Castellón","Servicios asistencia-Terceros  en general","0.0"
"Año 2011","Comunidad Valenciana","Valencia","Presentada directamente por victima","737.0"
"Año 2011","Comunidad Valenciana","Valencia","Presentada directamente por familiares","131.0"
"Año 2011","Comunidad Valenciana","Valencia","Atestados policiales - con denuncia victima","3485.0"
"Año 2011","Comunidad Valenciana","Valencia","Atestados policiales - con denuncia familiar","50.0"
"Año 2011","Comunidad Valenciana","Valencia","Atestados policiales - por intervención directa policial","3165.0"
"Año 2011","Comunidad Valenciana","Valencia","Parte de lesiones","1842.0"
"Año 2011","Comunidad Valenciana","Valencia","Servicios asistencia-Terceros  en general","199.0"
"Año 2011","Extremadura","Badajoz","Presentada directamente por victima","48.0"
"Año 2011","Extremadura","Badajoz","Presentada directamente por familiares","0.0"
"Año 2011","Extremadura","Badajoz","Atestados policiales - con denuncia victima","998.0"
"Año 2011","Extremadura","Badajoz","Atestados policiales - con denuncia familiar","10.0"
"Año 2011","Extremadura","Badajoz","Atestados policiales - por intervención directa policial","115.0"
"Año 2011","Extremadura","Badajoz","Parte de lesiones","82.0"
"Año 2011","Extremadura","Badajoz","Servicios asistencia-Terceros  en general","131.0"
"Año 2011","Extremadura","Cáceres","Presentada directamente por victima","275.0"
"Año 2011","Extremadura","Cáceres","Presentada directamente por familiares","1.0"
"Año 2011","Extremadura","Cáceres","Atestados policiales - con denuncia victima","261.0"
"Año 2011","Extremadura","Cáceres","Atestados policiales - con denuncia familiar","1.0"
"Año 2011","Extremadura","Cáceres","Atestados policiales - por intervención directa policial","30.0"
"Año 2011","Extremadura","Cáceres","Parte de lesiones","41.0"
"Año 2011","Extremadura","Cáceres","Servicios asistencia-Terceros  en general","2.0"
"Año 2011","Galicia","A Coruña","Presentada directamente por victima","80.0"
"Año 2011","Galicia","A Coruña","Presentada directamente por familiares","16.0"
"Año 2011","Galicia","A Coruña","Atestados policiales - con denuncia victima","1119.0"
"Año 2011","Galicia","A Coruña","Atestados policiales - con denuncia familiar","34.0"
"Año 2011","Galicia","A Coruña","Atestados policiales - por intervención directa policial","263.0"
"Año 2011","Galicia","A Coruña","Parte de lesiones","359.0"
"Año 2011","Galicia","A Coruña","Servicios asistencia-Terceros  en general","4.0"
"Año 2011","Galicia","Lugo","Presentada directamente por victima","24.0"
"Año 2011","Galicia","Lugo","Presentada directamente por familiares","2.0"
"Año 2011","Galicia","Lugo","Atestados policiales - con denuncia victima","464.0"
"Año 2011","Galicia","Lugo","Atestados policiales - con denuncia familiar","10.0"
"Año 2011","Galicia","Lugo","Atestados policiales - por intervención directa policial","31.0"
"Año 2011","Galicia","Lugo","Parte de lesiones","24.0"
"Año 2011","Galicia","Lugo","Servicios asistencia-Terceros  en general","4.0"
"Año 2011","Galicia","Ourense","Presentada directamente por victima","24.0"
"Año 2011","Galicia","Ourense","Presentada directamente por familiares","1.0"
"Año 2011","Galicia","Ourense","Atestados policiales - con denuncia victima","468.0"
"Año 2011","Galicia","Ourense","Atestados policiales - con denuncia familiar","3.0"
"Año 2011","Galicia","Ourense","Atestados policiales - por intervención directa policial","19.0"
"Año 2011","Galicia","Ourense","Parte de lesiones","25.0"
"Año 2011","Galicia","Ourense","Servicios asistencia-Terceros  en general","0.0"
"Año 2011","Galicia","Pontevedra","Presentada directamente por victima","222.0"
"Año 2011","Galicia","Pontevedra","Presentada directamente por familiares","0.0"
"Año 2011","Galicia","Pontevedra","Atestados policiales - con denuncia victima","968.0"
"Año 2011","Galicia","Pontevedra","Atestados policiales - con denuncia familiar","7.0"
"Año 2011","Galicia","Pontevedra","Atestados policiales - por intervención directa policial","814.0"
"Año 2011","Galicia","Pontevedra","Parte de lesiones","166.0"
"Año 2011","Galicia","Pontevedra","Servicios asistencia-Terceros  en general","2.0"
"Año 2011","Comunidad de Madrid","Madrid","Presentada directamente por victima","3013.0"
"Año 2011","Comunidad de Madrid","Madrid","Presentada directamente por familiares","39.0"
"Año 2011","Comunidad de Madrid","Madrid","Atestados policiales - con denuncia victima","11989.0"
"Año 2011","Comunidad de Madrid","Madrid","Atestados policiales - con denuncia familiar","213.0"
"Año 2011","Comunidad de Madrid","Madrid","Atestados policiales - por intervención directa policial","4121.0"
"Año 2011","Comunidad de Madrid","Madrid","Parte de lesiones","1005.0"
"Año 2011","Comunidad de Madrid","Madrid","Servicios asistencia-Terceros  en general","328.0"
"Año 2011","Región de Murcia","Murcia","Presentada directamente por victima","54.0"
"Año 2011","Región de Murcia","Murcia","Presentada directamente por familiares","1.0"
"Año 2011","Región de Murcia","Murcia","Atestados policiales - con denuncia victima","3748.0"
"Año 2011","Región de Murcia","Murcia","Atestados policiales - con denuncia familiar","73.0"
"Año 2011","Región de Murcia","Murcia","Atestados policiales - por intervención directa policial","978.0"
"Año 2011","Región de Murcia","Murcia","Parte de lesiones","745.0"
"Año 2011","Región de Murcia","Murcia","Servicios asistencia-Terceros  en general","167.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Presentada directamente por victima","61.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Presentada directamente por familiares","3.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Atestados policiales - con denuncia victima","1138.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Atestados policiales - con denuncia familiar","8.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Atestados policiales - por intervención directa policial","58.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Parte de lesiones","152.0"
"Año 2011","Comunidad Foral de Navarra","Navarra","Servicios asistencia-Terceros  en general","29.0"
"Año 2011","País Vasco","Álava","Presentada directamente por victima","50.0"
"Año 2011","País Vasco","Álava","Presentada directamente por familiares","1.0"
"Año 2011","País Vasco","Álava","Atestados policiales - con denuncia victima","587.0"
"Año 2011","País Vasco","Álava","Atestados policiales - con denuncia familiar","0.0"
"Año 2011","País Vasco","Álava","Atestados policiales - por intervención directa policial","107.0"
"Año 2011","País Vasco","Álava","Parte de lesiones","47.0"
"Año 2011","País Vasco","Álava","Servicios asistencia-Terceros  en general","16.0"
"Año 2011","País Vasco","Guipúzcoa","Presentada directamente por victima","130.0"
"Año 2011","País Vasco","Guipúzcoa","Presentada directamente por familiares","7.0"
"Año 2011","País Vasco","Guipúzcoa","Atestados policiales - con denuncia victima","718.0"
"Año 2011","País Vasco","Guipúzcoa","Atestados policiales - con denuncia familiar","9.0"
"Año 2011","País Vasco","Guipúzcoa","Atestados policiales - por intervención directa policial","190.0"
"Año 2011","País Vasco","Guipúzcoa","Parte de lesiones","61.0"
"Año 2011","País Vasco","Guipúzcoa","Servicios asistencia-Terceros  en general","46.0"
"Año 2011","País Vasco","Vizcaya","Presentada directamente por victima","29.0"
"Año 2011","País Vasco","Vizcaya","Presentada directamente por familiares","2.0"
"Año 2011","País Vasco","Vizcaya","Atestados policiales - con denuncia victima","1504.0"
"Año 2011","País Vasco","Vizcaya","Atestados policiales - con denuncia familiar","36.0"
"Año 2011","País Vasco","Vizcaya","Atestados policiales - por intervención directa policial","493.0"
"Año 2011","País Vasco","Vizcaya","Parte de lesiones","88.0"
"Año 2011","País Vasco","Vizcaya","Servicios asistencia-Terceros  en general","4.0"
"Año 2011","La Rioja","La Rioja","Presentada directamente por victima","69.0"
"Año 2011","La Rioja","La Rioja","Presentada directamente por familiares","4.0"
"Año 2011","La Rioja","La Rioja","Atestados policiales - con denuncia victima","431.0"
"Año 2011","La Rioja","La Rioja","Atestados policiales - con denuncia familiar","6.0"
"Año 2011","La Rioja","La Rioja","Atestados policiales - por intervención directa policial","79.0"
"Año 2011","La Rioja","La Rioja","Parte de lesiones","43.0"
"Año 2011","La Rioja","La Rioja","Servicios asistencia-Terceros  en general","78.0"
"Año 2011","Ceuta","Ceuta","Presentada directamente por victima","17.0"
"Año 2011","Ceuta","Ceuta","Presentada directamente por familiares","0.0"
"Año 2011","Ceuta","Ceuta","Atestados policiales - con denuncia victima","334.0"
"Año 2011","Ceuta","Ceuta","Atestados policiales - con denuncia familiar","1.0"
"Año 2011","Ceuta","Ceuta","Atestados policiales - por intervención directa policial","2.0"
"Año 2011","Ceuta","Ceuta","Parte de lesiones","0.0"
"Año 2011","Ceuta","Ceuta","Servicios asistencia-Terceros  en general","0.0"
"Año 2011","Melilla","Melilla","Presentada directamente por victima","0.0"
"Año 2011","Melilla","Melilla","Presentada directamente por familiares","0.0"
"Año 2011","Melilla","Melilla","Atestados policiales - con denuncia victima","180.0"
"Año 2011","Melilla","Melilla","Atestados policiales - con denuncia familiar","0.0"
"Año 2011","Melilla","Melilla","Atestados policiales - por intervención directa policial","37.0"
"Año 2011","Melilla","Melilla","Parte de lesiones","106.0"
"Año 2011","Melilla","Melilla","Servicios asistencia-Terceros  en general","0.0"
"Año 2012","Andalucía","Almería","Presentada directamente por victima","5.0"
"Año 2012","Andalucía","Almería","Presentada directamente por familiares","0.0"
"Año 2012","Andalucía","Almería","Atestados policiales - con denuncia victima","1609.0"
"Año 2012","Andalucía","Almería","Atestados policiales - con denuncia familiar","53.0"
"Año 2012","Andalucía","Almería","Atestados policiales - por intervención directa policial","207.0"
"Año 2012","Andalucía","Almería","Parte de lesiones","237.0"
"Año 2012","Andalucía","Almería","Servicios asistencia-Terceros  en general","12.0"
"Año 2012","Andalucía","Cádiz","Presentada directamente por victima","249.0"
"Año 2012","Andalucía","Cádiz","Presentada directamente por familiares","9.0"
"Año 2012","Andalucía","Cádiz","Atestados policiales - con denuncia victima","2264.0"
"Año 2012","Andalucía","Cádiz","Atestados policiales - con denuncia familiar","99.0"
"Año 2012","Andalucía","Cádiz","Atestados policiales - por intervención directa policial","445.0"
"Año 2012","Andalucía","Cádiz","Parte de lesiones","334.0"
"Año 2012","Andalucía","Cádiz","Servicios asistencia-Terceros  en general","62.0"
"Año 2012","Andalucía","Córdoba","Presentada directamente por victima","87.0"
"Año 2012","Andalucía","Córdoba","Presentada directamente por familiares","0.0"
"Año 2012","Andalucía","Córdoba","Atestados policiales - con denuncia victima","976.0"
"Año 2012","Andalucía","Córdoba","Atestados policiales - con denuncia familiar","1.0"
"Año 2012","Andalucía","Córdoba","Atestados policiales - por intervención directa policial","6.0"
"Año 2012","Andalucía","Córdoba","Parte de lesiones","104.0"
"Año 2012","Andalucía","Córdoba","Servicios asistencia-Terceros  en general","0.0"
"Año 2012","Andalucía","Granada","Presentada directamente por victima","98.0"
"Año 2012","Andalucía","Granada","Presentada directamente por familiares","15.0"
"Año 2012","Andalucía","Granada","Atestados policiales - con denuncia victima","2685.0"
"Año 2012","Andalucía","Granada","Atestados policiales - con denuncia familiar","14.0"
"Año 2012","Andalucía","Granada","Atestados policiales - por intervención directa policial","83.0"
"Año 2012","Andalucía","Granada","Parte de lesiones","531.0"
"Año 2012","Andalucía","Granada","Servicios asistencia-Terceros  en general","21.0"
"Año 2012","Andalucía","Huelva","Presentada directamente por victima","41.0"
"Año 2012","Andalucía","Huelva","Presentada directamente por familiares","0.0"
"Año 2012","Andalucía","Huelva","Atestados policiales - con denuncia victima","1209.0"
"Año 2012","Andalucía","Huelva","Atestados policiales - con denuncia familiar","14.0"
"Año 2012","Andalucía","Huelva","Atestados policiales - por intervención directa policial","200.0"
"Año 2012","Andalucía","Huelva","Parte de lesiones","106.0"
"Año 2012","Andalucía","Huelva","Servicios asistencia-Terceros  en general","51.0"
"Año 2012","Andalucía","Jaén","Presentada directamente por victima","138.0"
"Año 2012","Andalucía","Jaén","Presentada directamente por familiares","7.0"
"Año 2012","Andalucía","Jaén","Atestados policiales - con denuncia victima","965.0"
"Año 2012","Andalucía","Jaén","Atestados policiales - con denuncia familiar","11.0"
"Año 2012","Andalucía","Jaén","Atestados policiales - por intervención directa policial","96.0"
"Año 2012","Andalucía","Jaén","Parte de lesiones","239.0"
"Año 2012","Andalucía","Jaén","Servicios asistencia-Terceros  en general","5.0"
"Año 2012","Andalucía","Málaga","Presentada directamente por victima","592.0"
"Año 2012","Andalucía","Málaga","Presentada directamente por familiares","30.0"
